Company,Item Code,Asset Name`,Location,Available-for-use Date,Gross Purchase Amount,Purchase Date,Custodian,Item Name,Asset Owner,Asset Owner Company,Is Existing Asset,Asset Category,Department,Serial No,Model No,Asset Quantity,Description
Knest Verticals,Laptop,Laptop,Head Office,17/07/2022,33000,17/07/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,0KXGVD01,780,1,DUAL CORE/4 GB/240
Knest Manufacturers LLP,Laptop,Laptop,Head Office,01/12/2020,33000,01/12/2020,KA0226,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,CND5071FSX,15-R201TX,1,i3/4 GB RAM/ 240
Knest Verticals,Laptop,Laptop,Head Office,17/07/2022,33000,17/07/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,PF2MQ1LL,IDEAPAD SLIM 3I,1,i5/8 GB RAM/512 SSD
Knest Manufacturers LLP,Laptop,Laptop,Head Office,23/07/2020,70000,23/07/2020,KA0125,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,360X,FLEX 5,1,i3/8 GB RAM/240 SSD
Knest Manufacturers LLP,Laptop,Laptop,Head Office,12/08/2019,60000,12/08/2019,KA0046,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,MAN0CX185546427,X515FA,1,DUAL CORE/4 GB/240
Knest Manufacturers LLP,Laptop,Laptop,Head Office,01/10/2022,60000,01/10/2022,,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,R9118ZNR,IDEPAD FLEX5I,1,i5/8 GBRAM/512 SSD
Knest Manufacturers LLP,Laptop,Laptop,Head Office,16/09/2021,55000,16/09/2021,,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,MP1EFXYR,YOGA 520,1,i3/8 GB RAM/240 SSD
Knest Manufacturers LLP,Laptop,Laptop,Head Office,01/01/2020,33000,01/01/2020,KA0083,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,MAN0CX185568428,X515FA,1,i3/4 GB RAM/1TB
Knest Manufacturers LLP,Laptop,Laptop,Head Office,01/10/2020,33000,01/10/2020,KA0168,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,MBN0CX03F776447,X515FA,1,i3/8 GB RAM/1 TB
Knest Manufacturers LLP,Laptop,Laptop,Head Office,24/09/2020,34000,24/09/2020,KA0165,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,MBN0CX03F71944A,X515FA,1,i3/4 GB RAM/1 TB
Knest Manufacturers LLP,Laptop,Laptop,Head Office,18/11/2020,34000,18/11/2020,KA0190,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,MAN0CX185546427,X515FA,1,i3/4 GB RAM/1 TB
Knest Manufacturers LLP,Laptop,Laptop,Head Office,22/08/2022,60000,22/08/2022,,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,N3N0CX110386101,BQ511WS-X515JA,1,i5/8 GB/RAM/512/SSD
Knest Manufacturers LLP,Laptop,Laptop,Head Office,01/09/2022,60000,01/09/2022,,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,7.98526E+14,39173107,1,i5/8 GB/RAM/512/SSD
Knest Manufacturers LLP,Laptop,Laptop,Head Office,01/09/2022,45000,01/09/2022,,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Sales - KML,N1N0CV089519026,TP470EA,1,i3/8/GB RAM/512/SSD/2IN1
Knest Manufacturers LLP,Laptop,Laptop,Head Office,10/06/2021,25000,10/06/2021,KA0045,Laptop,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,LNVNB161216,81DE,1,i5/12 GB RAM/1 TB
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,10/08/2019,50000,10/08/2019,KA0045,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,8CG8197LWD,843B,1,i5/16 GB RAM/240SSD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,10/08/2021,50000,10/08/2021,KA0507,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA242,H310,1,I5/8 GB RAM/500 HDD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,02/08/2021,50000,02/08/2021,KA0506,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA859,H310,1,i5/16 GB RAM/240SSD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,20/12/2021,50000,20/12/2021,KA0676,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA501,H310,1,i5/16 GB RAM/240SSD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,09/12/2019,50000,09/12/2019,KA0077,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA985,H310,1,i5/16 GB RAM/500 HDD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,14/01/2022,55000,14/01/2022,KA0705,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA820,H310,1,i5/16 GB RAM/240SSD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,05/04/2019,50000,05/04/2019,KA0035,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA732,H310,1,I5/8 GB RAM/500 HDD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,02/08/2021,50000,02/08/2021,KA0500,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA455,B85M,1,i5/16 GB RAM/500 HDD
Knest Verticals,CPU,DesktopCPU,Head Office,28/04/2022,55000,28/04/2022,,DesktopCPU,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,AA011,H310,1,i5/16 GB RAM 240 SSD
Knest Verticals,Laptop,Laptop,Head Office,11/04/2022,60000,11/04/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,7F2QXM3,VOSTRO 3510,1,i5/16 GB RAM/512 SSD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,02/08/2021,49000,02/08/2021,KA0499,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA400,H310,1,I5/8 GB RAM/240 SSD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,02/08/2021,49000,02/08/2021,KA0498,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA090,H310,1,i5/16 GB RAM/500 HDD
Knest Manufacturers LLP,CPU,DesktopCPU,Head Office,23/05/2022,55000,23/05/2022,KA0812,DesktopCPU,Company,Knest Manufacturers LLP,1,Fixed Asset IT,Design - KML,AA039,H110,1,i5/16 GB RAM/1 TB 
Knest Verticals,Laptop,Laptop,Head Office,31/01/2022,35000,31/01/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,MBN0CX21975346H,X515FA,1,i3/4 GB RAM/1TB
Knest Verticals,Laptop,Laptop,Head Office,01/09/2021,35000,01/09/2021,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,MBN0CX21A106467,X515FA,1,i3/4 GB RAM/1TB
Knest Verticals,Laptop,Laptop,Head Office,07/04/2021,35000,07/04/2021,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,N3N0CX17B180118,415JA-BV301WS ,1,i3/8 GB/RAM/1/TBHDD
Knest Verticals,Laptop,Laptop,Head Office,11/04/2022,35000,11/04/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL, N3N0CX04W457098,415JA-BV301WS ,1,i3/8 GB/RAM/1/TBHDD
Knest Verticals,Laptop,Laptop,Head Office,01/06/2022,35000,01/06/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,N3N0CX17B230118,415JA-BV301WS ,1,i3/8 GB/RAM/1/TBHDD
Knest Verticals,Laptop,Laptop,Head Office,01/04/2022,35000,01/04/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,N3N0CX17B151117,415JA-BV301WS ,1,i3/8 GB/RAM/1/TBHDD
Knest Verticals,Laptop,Laptop,Head Office,07/04/2021,35000,07/04/2021,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,N3N0CX17B20811A,415JA-BV301WS ,1,i3/8 GB/RAM/1/TBHDD
Knest Verticals,Laptop,Laptop,Head Office,19/05/2022,35000,19/05/2022,,Laptop,Company,Knest Verticals,1,Fixed Asset IT,Sales - KVPL,N3N0CX17B220118,415JA-BV301WS ,1,i3/8 GB/RAM/1/TBHDD
